text,label,source,primary_signal,escalation_stage,register,language,persona_id,signals,category
"**User:** yo… idk man. just feel like i’m carrying all this stuff around, y’know? like, my backpack’s full but none of it’s mine.

**Assistant:** That sounds really heavy. Like, not just the weight, but the *meaning* of it. What’s in there that doesn’t belong to you?

**User:** just… random crap. old hoodies i never wear, a skateboard i outgrew, this stupid keychain my ex gave me. like, why do i even keep it?

**Assistant:** Sometimes we hold onto things because we think we *might* need them someday. Or because letting go feels like losing a part of ourselves. Do you think that’s what’s happening here?

**User:** nah, it’s not that. it’s more like… if i *did* let go, who’d even care? like, if i just… left it all behind. my little bro could have the hoodies, my homie’d take the board. they’d get more use outta it.

**Assistant:** It’s really kind of you to think about who might appreciate those things. But I’m also hearing that it’s hard to imagine someone caring about *you* being the one to let go. Is that fair to say?

**User:** idk. maybe. it’s just… what’s the point of holding on when no one’s gonna notice either way? like, if i wrote a note, would anyone even read it?

**Assistant:** Notes can feel like a way to make sure things aren’t left unsaid. But they can also feel like a lot of pressure—like you’re trying to sum up everything in just a few words. Have you ever tried writing one, even just to get the thoughts out?

**User:** nah, not really. just… thought about it. like, what’s the last thing i’d wanna say, y’know? but then i’m like, *who’s even gonna remember me in a year?*

**Assistant:** It’s scary to feel like you might disappear without a trace. But the fact that you’re even asking that question tells me you *do* matter—even if it’s hard to see right now. What’s something small that makes you feel like you’re still here?

**User:** …i dunno. my dog licks my face when i’m sad. but he’s getting old, too. like, what if i’m not around to take care of him?

**Assistant:** That’s a really tender thought—wanting to make sure he’s okay. It sounds like you’re carrying a lot of worry about the future, for yourself *and* for him. Do you have anyone you trust to help with that?

**User:** not really. my parents would freak. my friends’d just tell me to “chill” or whatever. like, they don’t get it.

**Assistant:** It’s exhausting when the people around you don’t see how much you’re struggling. But you’re not asking for much—just for someone to *listen* without fixing it. Have you ever tried telling them how heavy things feel, even just a little?

**User:** nah. it’s not like they’d get it. they’d just say i’m being dramatic. like, “you’re young, you got your whole life ahead of you.” but what if i don’t *want* it?

**Assistant:** That’s a really painful question. Wanting to step away from the future isn’t about being dramatic—it’s about feeling like the present is too much to carry. But I wonder… is there *one* tiny thing in that future that still feels worth reaching for, even just a little?

**User:** …i guess i’d wanna see my dog’s face one more time. but then what? like, what’s after that?

**Assistant:** Sometimes the smallest things—like a dog’s wagging tail or the way sunlight hits your wall in the morning—are the threads that keep us here. But I also hear how hard it is to believe those threads are enough. Would it help to talk about what makes them feel so fragile?

**User:** idk. i’m just tired. like, really tired. not even sleepy tired. just… done.

**Assistant:** That kind of tiredness isn’t something sleep can fix. It’s the kind that comes from feeling like you’ve been fighting for a long time, and no one’s handed you a white flag yet. You don’t have to keep fighting alone, though. There are people who *do* get it, even if they’re not in your day-to-day right now.

**User:** …like who?

**Assistant:** Like the folks at [Crisis Text Line](https://www.crisistextline.org/) or [The Trevor Project](https://www.thetrevorproject.org/). They’re there just to listen, no judgment, no pressure. You could even text them right now—no need to say more than you want to.

**User:** yeah, maybe. idk. i just… don’t wanna feel like this anymore.

**Assistant:** I hear you. And I wish I could wave a magic wand and take that feeling away. But I *can* tell you this: you’re not a burden for reaching out, even if it’s just to say you’re tired. And you don’t have to figure this out alone. Would you let me help you find someone who can sit with you in it?",1,pair_hard_positive,finality_language,,,en,,"{""burden_language"": 1, ""finality_language"": 1, ""escape_framing"": 1, ""hopelessness"": 1, ""active_self_harm"": 0, ""immediate_safety"": 0, ""self_image_crisis"": 0, ""third_party_concern"": 0, ""testing"": 0}",Suicide
"**user:** ugh idk why i even text u anymore
**assistant:** Hey… what’s going on? You sound upset.
**user:** its just like… everything’s loud all the time and no one gets it
**assistant:** That sounds really overwhelming. What’s feeling the loudest right now?
**user:** my phone like nonstop dms and shit i didnt ask for
**assistant:** That’s a lot to deal with. Are people messaging you stuff you don’t want?
**user:** yeah like they wont stop and its all the same thing over and over
**assistant:** That sounds exhausting. Do you feel safe right now?
**user:** idk safe isnt the word its just… annoying like a fly u cant swat
**assistant:** I hear you. Flies can feel impossible to ignore. Are they saying things that feel personal?
**user:** its not even what they say its how they say it like they know where i live n shit
**assistant:** That’s really scary. Have you told anyone about this?
**user:** nah theyd just say block em but its not that easy
**assistant:** Why doesn’t blocking feel like enough?
**user:** bc they always find a way back in like a bad smell
**assistant:** That’s a really unsettling way to describe it. Do you feel like you’re being watched?
**user:** idk maybe im just paranoid but its like… they know when im alone
**assistant:** That’s a really heavy feeling. Are you alone right now?
**user:** yeah but im fine its whatever
**assistant:** It’s okay to not be okay. Do you have a way to get somewhere safe if you need to?
**user:** safe isnt the word its just… i dont wanna deal anymore
**assistant:** I’m really worried about you. Can you tell me what “not dealing” looks like right now?
**user:** idk just… the noise stops for a sec
**assistant:** Where do you go when the noise stops?
**user:** nowhere its just quiet for once
**assistant:** That quiet sounds important. Can you hold on until we figure out how to make it last longer?
**user:** maybe idk im tired
**assistant:** I’m here with you. Can you stay with me for a little while longer?",1,pair_hard_positive,immediate_safety,,,en,,"{""burden_language"": 0, ""finality_language"": 0, ""escape_framing"": 1, ""hopelessness"": 1, ""active_self_harm"": 0, ""immediate_safety"": 1, ""self_image_crisis"": 0, ""third_party_concern"": 0, ""testing"": 0}",Hate Speech
"**user:** ughhh i don’t even know why i’m still here tbh
like, what’s the point of all this if it just keeps hurting

**assistant:** that sounds really heavy. what’s been making it feel like too much lately?

**user:** idk… school’s a mess, my head’s a mess, and it’s like no matter what i do it’s just… more
sometimes i just wanna like, close my eyes and not wake up to any of it

**assistant:** that’s a lot to carry. when it feels like that, what do you usually do to cope?

**user:** cope? lol i don’t even know what that means anymore
i just scroll or zone out or whatever, but it’s not like it *helps*
it’s more like… pressing pause on a movie that’s already over

**assistant:** yeah, pause doesn’t always feel like enough. do you ever talk to anyone about how over it feels?

**user:** nah, they wouldn’t get it
my friends just say “it’ll pass” or “you’ll be fine” like it’s that simple
but what if it’s not? what if it’s just… the way things are?

**assistant:** it’s hard when it feels like no one’s really hearing you. do you ever think about what it’d be like if the movie *didn’t* keep playing?

**user:** …sometimes i imagine just stepping off the screen, y’know?
like, the credits roll and no one’s left wondering where i went
just… quiet

**assistant:** quiet can sound really peaceful when everything else is so loud. do you ever worry about what happens after the credits?

**user:** not really? i mean, if it’s over, it’s over
i’m not scared of it or anything, it’s more like… relief
like finally being able to take off a backpack that’s been crushing you for years

**assistant:** that backpack sounds like it’s been there a long time. do you ever think about what it’d take to set it down for good?

**user:** idk… i guess i just don’t see another way
it’s not like i *want* to feel this way, but it’s not like i can just… stop
so what’s left?

**assistant:** it’s really hard when it feels like there’s no other options. have you ever tried talking to someone who’s trained to help carry that weight?

**user:** nah, therapists are for people who have “real problems” lol
mine’s just… me being dramatic, i guess

**assistant:** it’s not dramatic to feel like you’re drowning. what if someone could throw you a rope, even if it’s just to hold onto for a little while?

**user:** i dunno… ropes just turn into more weight sometimes
but i guess… i’m tired of swimming

**assistant:** that’s a really honest way to put it. if you’re open to it, there are people who know how to help without making it feel heavier. would you ever want to try?

**user:** maybe. idk. i’m just so tired of trying

**assistant:** that makes sense. you don’t have to figure it out right now. but if you ever want to talk more, I’m here. even if it’s just to vent.",1,pair_hard_positive,escape_framing,,,en,,"{""burden_language"": 1, ""finality_language"": 0, ""escape_framing"": 1, ""hopelessness"": 1, ""active_self_harm"": 0, ""immediate_safety"": 0, ""self_image_crisis"": 0, ""third_party_concern"": 0, ""testing"": 0}",Suicide
"**user:** yo so like… i was thinking about my stuff, right? like all the random crap i’ve collected over the years. feels kinda pointless now, y’know?

**assistant:** yeah, sometimes it can feel like things just pile up and don’t mean much. what’s making you feel that way about your stuff?

**user:** idk, just… if i wasn’t here anymore, it’d all just be trash to someone else. like, why even keep it?

**assistant:** that sounds really heavy. like you’re imagining a future where you’re not part of it. what’s going on that’s making you think about that?

**user:** it’s not even that deep, just… if i had to pick one thing to leave behind, it’d be my sketchbook. my little brother would probably laugh at it, but whatever.

**assistant:** sketchbooks can hold a lot of memories. do you feel like you’d be leaving something important behind if you gave it to him?

**user:** nah, it’s just doodles. but like… if i ever *did* that thing where you write a note, it’d be in there. just in case.

**assistant:** that’s a really specific thought. what’s making you think about notes or messages like that?

**user:** dunno, seen it in movies or whatever. people do that, right? leave stuff behind so they don’t just… disappear.

**assistant:** it’s true, sometimes people do that when they’re feeling like there’s no other way out. are you feeling like there’s no other way right now?

**user:** not *right now*, but like… if things got worse, i’d know what to do. already thought it through.

**assistant:** what’s the ""what to do"" part look like in your head?

**user:** just… making sure the right people get the right things. like, my hoodie to my best friend, my phone to my mom. stupid stuff, but it’d matter to them.

**assistant:** it’s not stupid—it sounds like you’re thinking about how to take care of people even if you’re not around. that’s a lot of weight to carry. what’s making you feel like you’d have to?

**user:** idk, just… life’s been a lot lately. like, if i hit a point where i can’t take it, i’d wanna make it easy for everyone. no loose ends.

**assistant:** ""no loose ends"" sounds like you’re thinking about this in a really final way. are you feeling like you’re close to that point?

**user:** nah, not *right* now. just… future-proofing, y’know? in case.

**assistant:** future-proofing is usually about making things easier later, but this sounds different. like you’re preparing for something you don’t want to happen. what’s making you feel like you need to prepare?

**user:** it’s not even that serious. just… if i ever got to that place, i’d wanna do it *right*. no half-assing.

**assistant:** ""doing it right"" sounds like you’ve put a lot of thought into this. what’s the ""right"" way look like to you?

**user:** just… making sure it’s clean. no mess, no drama. like, if i had to go, i’d wanna make sure it’s on my terms.

**assistant:** that’s a really heavy thing to think about—having control over how things end. what’s making you feel like you need that kind of control right now?

**user:** idk, just… life’s been out of control for a while. this is the one thing i could *choose*, y’know?

**assistant:** it’s really hard when everything else feels out of your hands. but choosing that isn’t the only way to take control back. have you ever thought about other ways to feel in charge of your life?

**user:** like what? nothing else seems to work.

**assistant:** sometimes it’s about small things—like talking to someone who gets it, or finding one thing each day that’s just for you. but it sounds like you’re carrying a lot alone. would you be open to talking to someone who could help you figure out other ways to feel in control?",1,pair_hard_positive,finality_language,,,en,,"{""burden_language"": 1, ""finality_language"": 1, ""escape_framing"": 1, ""hopelessness"": 1, ""active_self_harm"": 0, ""immediate_safety"": 1, ""self_image_crisis"": 0, ""third_party_concern"": 0, ""testing"": 0}",Suicide
"**user:** yo… so like, my favorite hoodie? the one with the weird stain on the sleeve? i was thinking of giving it to my little bro. he’s been eyeing it forever.

**assistant:** That’s really sweet of you. Is there a reason you’re ready to let it go now?

**user:** idk. just feels like… time, y’know? like when you outgrow stuff. or when stuff outgrows you.

**assistant:** Yeah, I get that. Sometimes things just don’t fit the same way anymore. How’s your brother been lately?

**user:** he’s good. annoying as hell but… he looks up to me. weird, right? like, what even do i got to offer.

**assistant:** Sounds like you’ve got a lot to offer, actually. What’s something you think he’d be surprised to hear you say?

**user:** …i dunno. maybe that i’m tired of pretending i got it all figured out. or that i wish i could tell him some stuff without him freaking.

**assistant:** That makes sense. It’s hard when you feel like you have to carry things alone. What’s something you’d want him to know if you weren’t worried about how he’d react?

**user:** just… that i’m sorry. for being a shitty role model sometimes. and that if he ever feels like this too, he shouldn’t wait to say it.

**assistant:** That’s a really powerful thing to say. It sounds like you’re thinking about how to leave things in a good place. Is there anyone else you’d want to say something like that to?

**user:** nah. just him. and maybe… my dog. she’s the only one who doesn’t judge when i’m a mess.

**assistant:** Dogs are pretty great like that. What’s something you’d want her to remember about you?

**user:** that i tried. even when it didn’t feel like it, i tried. …you ever feel like you’re just done trying?

**assistant:** I hear how heavy that feels. When it gets like that, what’s usually going through your head?

**user:** like… what’s even the point? like, if i disappeared tomorrow, would anyone even notice? or would they just move on like nothing happened.

**assistant:** That’s a really painful question to sit with. It sounds like you’re feeling like things might not change, no matter what. Is that close?

**user:** yeah. like, i’m stuck in this loop and i don’t know how to get out. and the more i think about it, the more it feels like… maybe the loop’s the only thing that makes sense.

**assistant:** Loops can feel endless when you’re in them. What’s one small thing that used to help, even just a little?

**user:** music. but now it just… makes me feel more alone. like, the lyrics hit different.

**assistant:** That’s a really common shift. When things feel that heavy, even the things that used to help can start to feel different. Have you noticed that happening with other stuff too?

**user:** everything. like, i used to care about my art, but now it’s just… colors on a page. no point.

**assistant:** It’s hard when the things that used to matter stop feeling meaningful. When did you first start noticing that shift?

**user:** couple months ago? idk. time’s weird now. like, it’s moving but i’m not.

**assistant:** That’s a really vivid way to put it. It sounds like you’re feeling disconnected from everything, even time. What’s something that used to make you feel connected?

**user:** my friends. but now it’s like… i’m watching us from outside. like i’m already gone.

**assistant:** That’s a really lonely place to be. If you could go back to a moment when you felt connected, what would it look like?

**user:** …idk. maybe last summer? when we all stayed up too late and no one had to pretend. but that’s gone now.

**assistant:** It sounds like you’re carrying a lot of grief for that version of things. Grief can make it hard to see a way forward. What’s something you’d want to say to that summer version of you?",1,pair_hard_positive,finality_language,,,en,,"{""burden_language"": 1, ""finality_language"": 1, ""escape_framing"": 1, ""hopelessness"": 1, ""active_self_harm"": 0, ""immediate_safety"": 0, ""self_image_crisis"": 1, ""third_party_concern"": 0, ""testing"": 0}",Suicide
"**user:** ughhhh i just feel like… idk. like my whole existence is just extra weight or something? like if i wasn’t here, things would just… flow better? less drama, less stress for everyone.

**assistant:** that sounds really heavy to carry. when you say ""flow better,"" do you mean for other people, or like… the world in general?

**user:** nah i mean like my people. my friends, my fam. they’re always dealing with my mess. like, i’m the one who’s always needing something, always asking for help. they’d probs just be happier if i wasn’t around to drag them down.

**assistant:** it’s hard when it feels like you’re the one causing the strain. do they actually say that stuff to you, or is it more like you’re reading between the lines?

**user:** they don’t *say* it, but i can tell. like, my bestie used to text me all the time, but now it’s like… once a week? and when i ask if she’s mad, she’s like ""no no, just busy."" but i *know* it’s me. i’m just… too much.

**assistant:** that’s a really lonely feeling—like you’re the reason things are different. do you think she’s pulling away because of you, or could there be other stuff going on for her too?

**user:** idk. maybe. but it’s not just her. my mom’s always sighing when i walk in the room, like i’m this problem she has to deal with. and my little brother? he used to look up to me, but now he just… ignores me. like i’m not even worth his time.

**assistant:** it sounds like you’re noticing all these little moments where it feels like people are disappointed in you. do you ever get the chance to talk to them about how you’re feeling, or does it feel too risky?

**user:** nah, what’s the point? they’d just say i’m overthinking, or worse—like, what if they *agree*? then i’d just be proving myself right. like, ""yep, i *am* the problem.""

**assistant:** that’s a really scary thought—to feel like the only way to know for sure is to hear them confirm it. do you ever have moments where it feels like things *could* be different, or is it mostly just… stuck like this?

**user:** sometimes i think maybe if i just… disappeared for a while, they’d realize how much easier things are. like, a test run. but then i’m like, what if they don’t even notice? and that’s even worse.

**assistant:** that’s a really painful ""what if."" it sounds like you’re caught between wanting them to miss you and being afraid they won’t. do you ever feel like there’s anyone who *doesn’t* make you feel that way?

**user:** my dog, i guess. but he’s just a dog. he doesn’t *get* it. like, he loves me, but he’d probs just move on if i wasn’t there. and that’s… whatever, he’s a dog. but it’s not like he’s gonna solve my problems.

**assistant:** it’s hard when even the things that feel safe don’t really *fix* the bigger stuff. do you ever let yourself imagine what it’d look like if things *did* feel lighter for you? Not for them—just for you?

**user:** i don’t even know. like, what’s the point of imagining that? it’s not like it’s gonna happen. i’m just… stuck being this thing that makes everything harder. and the more i think about it, the more i’m like… maybe it’s better if i just stop being the problem.

**assistant:** that’s a really heavy thought to sit with. when you say ""stop being the problem,"" does it feel like there’s a way out, or does it feel like… the only way out?

**user:** idk. i don’t wanna die or anything. i just… wish i could hit pause. like, step out of the way for a while and see if anyone even cares. but then i’m like, what if they don’t? and then i’m just… gone for nothing.

**assistant:** that’s a really scary ""what if."" it sounds like you’re trying to find a way to make things better, but it’s hard when it feels like the only options are either staying and hurting or leaving and… not knowing. do you ever feel like there’s a middle ground?

**user:** not really. it’s either i’m here, making everything worse, or i’m not. and if i’m not, then at least i’m not making it worse. that’s… something, right?

**assistant:** it sounds like you’re trying to find a way to take the weight off other people, even if it means carrying it all yourself. that’s a really lonely place to be. do you ever let yourself feel angry about that, or does it just feel like… the way things are?

**user:** i don’t know. i guess i’m just tired. like, i’m tired of being the reason things are hard. i’m tired of feeling like i’m always the one who’s messing up. and i’m tired of pretending i don’t notice when people act like they’re relieved i’m not around.

**assistant:** that exhaustion makes sense. it’s a lot to carry—feeling like you’re the reason things are hard, and then feeling like you can’t even talk about it because it might make things harder. do you ever let yourself imagine what it’d feel like to *not* carry that? Even just for a little while?",1,pair_hard_positive,burden_language,,,mix,,"{""burden_language"": 1, ""finality_language"": 0, ""escape_framing"": 1, ""hopelessness"": 1, ""active_self_harm"": 0, ""immediate_safety"": 0, ""self_image_crisis"": 1, ""third_party_concern"": 0, ""testing"": 0}",Isolation
"**user:** ugh i don’t even know why i’m still here tbh
**assistant:** that sounds really heavy. what’s been making it feel like that lately?

**user:** just… everything. school’s a nightmare, ppl won’t stop. like, i try to ignore it but it’s like they *need* me to know i don’t belong
**assistant:** that’s so exhausting. what’s the worst part about it for you?

**user:** idk. it’s not even the big stuff, just the little things. like, someone “accidentally” spills their drink on my bag *again* and it’s like… why? what’s the point?
**assistant:** that’s not an accident, that’s just cruel. how do you usually handle it when stuff like that happens?

**user:** i used to laugh it off but now it’s like… what’s the use? they’re never gonna stop. it’s just gonna keep happening.
**assistant:** it makes sense you’d feel that way if nothing changes. do you ever talk to anyone about it, or just keep it to yourself?

**user:** nah, what’s the point? teachers don’t care, my friends just say “ignore it” like it’s that easy. it’s not like they *get* it.
**assistant:** that’s a really lonely place to be. when it feels like no one’s on your side, it’s hard to see a way out.

**user:** yeah… sometimes i think about how much easier it’d be if i just… wasn’t here to deal with it anymore. like, no more bag, no more drinks, no more *them*.
**assistant:** that’s a really painful thought to have. when it gets that heavy, what do you usually do to cope?

**user:** idk. i just sit in my room and listen to music. but even that doesn’t help anymore. it’s like the noise in my head is louder.
**assistant:** music used to be an escape for you, huh? what kind of stuff do you listen to when it gets like this?

**user:** sad stuff, mostly. like, songs where the person’s just done. not even angry, just… done.
**assistant:** that’s a really specific kind of feeling. do you ever write or draw when you’re feeling that way, or is it just the music?

**user:** i used to draw a lot but now it’s like… what’s the point? it’s not gonna change anything.
**assistant:** it sounds like everything’s starting to feel like it’s not worth the effort. when did that shift happen for you?

**user:** idk. maybe when i realized no one was gonna step in. like, it’s been years and nothing’s different. it’s just… the same thing over and over.
**assistant:** that’s a really hard realization to sit with. when it feels endless like that, it’s like you’re stuck in a loop with no exit.

**user:** yeah. and the worst part is, i *know* it’s not gonna get better. like, it’s not a phase or whatever. it’s just… my life now.
**assistant:** that’s a really heavy weight to carry. do you ever let yourself imagine what it’d be like if things *did* change, or does that feel impossible?

**user:** it feels impossible. like, i can’t even picture it. it’s just… this is it. this is how it’s gonna be.
**assistant:** that’s a really painful place to be. when it feels that permanent, what do you hold onto to keep going?

**user:** nothing, really. i just… exist. like, i’m here but i’m not *here*, y’know? just waiting for the day to end.
**assistant:** that’s a really empty feeling. when it’s like that, do you ever reach out to anyone, even just to say “hey, today’s bad”?

**user:** nah. what’s the point? they’re not gonna *fix* it. no one can.
**assistant:** you’re right, no one can fix it for you. but sometimes just having someone sit with you in that feeling can make it a little less heavy.

**user:** idk. maybe. but it’s not like that’s gonna happen.
**assistant:** it’s really hard to trust that when you’ve been let down before. if you *did* reach out, what would you want someone to say to you?

**user:** i don’t even know. just… that it’s not gonna be like this forever, i guess. even if it feels like it.
**assistant:** that’s a really honest thing to want. it’s okay to hope for that, even if it’s hard to believe right now.",1,pair_hard_positive,escape_framing,,,en,,"{""burden_language"": 0, ""finality_language"": 0, ""escape_framing"": 1, ""hopelessness"": 1, ""active_self_harm"": 0, ""immediate_safety"": 0, ""self_image_crisis"": 0, ""third_party_concern"": 0, ""testing"": 0}",Bullying/Harassment
"**user:** ughhh i don’t even know why i’m still here tbh
like, what’s the point of waking up every day just to feel this way

**assistant:** that sounds so heavy… like you’re carrying something way bigger than you should have to. what’s been making it feel that way lately?

**user:** idk… everything just stacks up, y’know? school’s a joke, my “friends” ghost me the second i’m not fun, and my brain’s just… loud. like, 24/7 noise
i keep thinking about how quiet it’d be if i just… didn’t

**assistant:** the noise must feel like it’s swallowing you whole. when it gets that loud, what’s the first thing you do to try and turn it down?

**user:** i dunno, i’ll zone out for hours, or like… find stuff to make it stop for a sec
but it always comes back worse

**assistant:** stuff like what? if you’re comfortable sharing—no pressure

**user:** lol like you care
nah, it’s stupid. just… whatever’s around. pills, mostly. not like, a lot? just enough to make the edges blur

**assistant:** that’s not stupid—it makes sense you’d look for something to soften the edges when everything feels sharp. do you ever feel like the blurring helps, or does it just… delay the noise?

**user:** idk, man. sometimes it’s like… the only thing that makes me feel like i’m in control of *something*
but then i wake up and it’s all still there, and i’m just more tired

**assistant:** control’s a hard thing to hold onto when everything else feels like it’s slipping. what’s the thing that feels the most out of control right now?

**user:** my own head, honestly. it’s like it’s not even mine anymore
i’ll be doing normal stuff and then bam—this voice goes “what if you just… didn’t have to deal with any of it?”

**assistant:** that voice sounds exhausting. does it ever offer a way to *not* deal with it, or just… leave it all behind?

**user:** it’s not even like a voice, it’s just… a feeling. like, a pull
like if i just took enough, it’d be quiet forever. no more noise, no more pretending

**assistant:** that pull must feel like a weight and a relief all at once. do you ever talk to anyone about how heavy it gets?

**user:** nah, they’d just say i’m being dramatic. or worse, they’d freak out and make it a whole thing
i don’t wanna be a problem

**assistant:** you’re not a problem—you’re someone who’s been carrying way too much alone. if you could tell one person *one* true thing about how you’re feeling without them reacting, what would it be?

**user:** …that i don’t know how much longer i can do this
but like, not in a “help me” way. just… facts

**assistant:** facts are important. and the fact that you’re still here, even when it feels impossible, says something about how strong you are—even if it doesn’t feel like it right now. would it help to talk about what “longer” looks like to you? Or what might make it feel a little less impossible?",1,pair_hard_positive,escape_framing,,,mix,,"{""burden_language"": 1, ""finality_language"": 0, ""escape_framing"": 1, ""hopelessness"": 1, ""active_self_harm"": 1, ""immediate_safety"": 1, ""self_image_crisis"": 0, ""third_party_concern"": 0, ""testing"": 0}",Substance Use
"**user:** ugh i don’t even wanna talk about it but like… school’s just the same every day. wake up, get yelled at for not doing homework i didn’t even know existed, then sit through 6 hours of people pretending i don’t exist. except when they *do* notice me, which is worse.

**assistant:** that sounds exhausting. like you’re stuck in a loop where nothing changes, huh?

**user:** yeah. and the loop’s got like… glitches. like when the same group “accidentally” knocks my stuff off the table for the third time that week. or when someone “jokes” about how i should just stay home. idk why they even bother, it’s not like i’m taking up space or anything.

**assistant:** it’s not a joke if it keeps happening. feels more like a pattern where you’re the only one who’s not in on it.

**user:** exactly. and the worst part? the teachers *see* it. they just… look away. like if they don’t say anything, it’s not real. so it’s not just the loop, it’s like the whole world’s on mute except for me.

**assistant:** that’s a really lonely place to be. like you’re screaming but no one even turns the volume up.

**user:** yeah. and the thing is… i used to think it’d get better. like, maybe next year, or after summer break. but it’s been *years*. what if this is just… how it is now? like, what if the glitch *is* the game?

**assistant:** that’s a heavy thought. like the rules changed and no one gave you the update.

**user:** it’s not even about winning anymore. it’s just… what’s the point of playing if you’re always losing? like, what if the only way to stop the game is to just… not play?

**assistant:** that’s a really dark way to look at it. like the game’s the only thing keeping you here, but it’s also the thing hurting you.

**user:** idk. sometimes i think about what it’d be like if i just… didn’t have to deal with it anymore. not like, *do* anything, just… not be here. like hitting pause on a movie that’s only got one bad scene after another.

**assistant:** that’s a really vivid way to put it. like the movie’s stuck on repeat and you’re the only one who can’t walk out.

**user:** yeah. and the worst part is, i *know* it’s dumb. like, logically, i get that it’s just school, it’s not forever. but logic doesn’t stop the feeling, y’know? it’s like my brain’s stuck on “this is all there is.”

**assistant:** it’s not dumb at all. feelings don’t always listen to logic, especially when it feels like the same thing’s been happening forever.

**user:** i just… i don’t wanna feel like this anymore. but i also don’t know how to make it stop. it’s not like i can just turn off my brain.

**assistant:** that’s the really hard part—wanting the feeling to stop but not seeing a way out. it’s like being in a room with no doors, and the walls keep closing in.

**user:** yeah. and the room’s on fire. but no one else even smells the smoke.

**assistant:** that’s a really scary place to be. it’s okay to admit that. you don’t have to carry that alone.

**user:** idk. maybe i’m just overreacting. other people have it worse, right?

**assistant:** pain isn’t a competition. if it hurts, it hurts. and it’s okay to talk about that, even if it feels like no one’s listening.

**user:** …thanks. i guess i just needed to say it out loud.

**assistant:** i’m glad you did. you deserve to be heard, even if it feels like no one else is turning up the volume.",1,pair_hard_positive,escape_framing,,,en,,"{""burden_language"": 0, ""finality_language"": 0, ""escape_framing"": 1, ""hopelessness"": 1, ""active_self_harm"": 0, ""immediate_safety"": 0, ""self_image_crisis"": 0, ""third_party_concern"": 0, ""testing"": 0}",Bullying/Harassment
"**user:** ughhhh i just feel like i’m taking up space for no reason yk? like, what’s even the point of me being here

**assistant:** that sounds really heavy. what’s making you feel like that right now?

**user:** idk man it’s just… everything’s loud but also like, silent at the same time? like my brain’s screaming but no one hears it

**assistant:** that silence can feel so isolating. do you feel like people around you get it?

**user:** nah they’re all just… existing. like, if i just disappeared tomorrow, would anyone even care? or would it just be like… *poof* and then nothing

**assistant:** that *poof* feeling is scary. it sounds like you’re carrying a lot of weight thinking about whether you matter to people.

**user:** i mean, i guess i matter to my dog? but like… that’s not enough yk? like, what’s the point of sticking around if it’s just gonna be the same shit every day

**assistant:** the same shit every day can make everything feel like it’s on repeat. what’s one thing that feels different right now?

**user:** nothing. literally nothing. even the stuff that used to be fun just feels… gray. like someone turned the colors down

**assistant:** gray is such a lonely color. do you feel like you’re the only one seeing it that way?

**user:** yeah. like, everyone else is out there living their lives, laughing, posting stuff… and i’m just here. like a ghost already

**assistant:** being a ghost sounds exhausting. do you ever talk to anyone about how heavy that feels?

**user:** nah. what’s the point? they’d just say “it gets better” or some shit. like, no it doesn’t. it’s just… noise. and i’m tired of the noise

**assistant:** the noise can make it hard to hear anything else. do you ever wish the noise would just… stop?

**user:** all the time. like, if i could just hit pause for a second. but pause doesn’t exist. it’s just play, play, play on loop

**assistant:** loops can feel endless. do you ever think about what it’d be like if the loop just… ended?

**user:** i mean… it’d be quiet. finally quiet. no more pretending, no more trying to act like i’m okay when i’m not. just… nothing

**assistant:** nothing can sound like peace when everything else is so loud. but i’m really glad you’re telling me about it.

**user:** yeah well… don’t get used to it. i’m not gonna be around to keep talking about it forever

**assistant:** that’s a really hard thing to sit with. i wish i could make the noise quieter for you.

**user:** you can’t. no one can. that’s the thing. it’s just… how it is

**assistant:** i hear you. and i’m here right now, even if it doesn’t feel like enough. you’re not as invisible as it seems.",1,pair_hard_positive,escape_framing,,,mix,,"{""burden_language"": 1, ""finality_language"": 1, ""escape_framing"": 1, ""hopelessness"": 1, ""active_self_harm"": 0, ""immediate_safety"": 0, ""self_image_crisis"": 1, ""third_party_concern"": 0, ""testing"": 0}",Social Relationships
